id,addtime,brand,model1,discountprice,originalprice,vehicleage,kilometer,imgurl,xqurl,city,thumbsupnum,crazilynum,clicktime,clicknum,discussnum,storeupnum
3256,2026-03-11 06:59:52,吉利银河 ,吉利银河 2024款 熊猫mini 200km 耐力熊,3.24,3.24,2025年,0.0,"https://image-public.guazistatic.com/qnbdp7964x88cd69b332554df6b40fc9ef54339b261766210488.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c160867275257289.html,济宁,0,0,,0,0,0
3267,2026-03-11 06:59:47,五菱汽车 宏光MINIEV ,五菱汽车 宏光MINIEV 2024款 第三代 215km 青春版,3.08,3.08,2024年,0.75,"https://image-public.guazistatic.com/qnbdp7206xec30399867cb40659d3b4d4fa04ecfd31768720630.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162002011493386.html,恩施,0,0,,0,0,0
3294,2026-03-11 06:59:47,奇瑞新能源 小蚂蚁 ,奇瑞新能源 小蚂蚁 2022款 甜粉款 全糖版 三元锂 30kW 301km,3.18,3.18,2022年,6.77,"https://image-public.guazistatic.com/qnbdp7206xb00124d800144bf0bd33c492b6feb8171757493600.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c157007610284453.html,合肥,0,0,,0,0,0
3312,2026-03-11 06:59:41,五菱汽车 宏光MINIEV ,五菱汽车 宏光MINIEV 2024款 第三代 215km 青春版,3.16,3.16,2025年,0.18,"https://image-public.guazistatic.com/qnbdp7206x6bb5e88f45a94b9ca54bbadff18cae4c1770614314.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162867512333001.html,郑州,0,0,,0,0,0
3317,2026-03-11 06:59:52,吉利银河 熊猫 ,吉利银河 熊猫 2025款 210km 元气熊,3.62,3.62,2025年,0.0,"https://image-public.guazistatic.com/qnbdp7206x7d7ba4ccc1874208a7e71867bab39d961772420001.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163516946258944.html,连云港,0,0,,0,0,0
3331,2026-03-11 06:59:47,长安启源 长安Lumin ,长安启源 长安Lumin 2023款 205km 香沁款,3.96,3.96,2025年,0.59,"https://image-public.guazistatic.com/qnbdp7206xa870131b411c4906b0aeba59a608e3321768292168.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c161800751257285.html,台州,0,0,,0,0,0
3402,2026-03-11 06:59:41,东风风神E70 ,东风风神E70 2023款 500 智行版 磷酸铁锂 48.6kWh 120kW,4.57,4.57,2023年,14.36,"https://image-public.guazistatic.com/qnbdp7206x30e95081827d4b09a16d1810efb3879e1770083875.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162611187233243.html,武汉,0,0,,0,0,0
3490,2026-03-11 06:59:47,奇瑞 小蚂蚁 ,奇瑞 小蚂蚁 2021款 改款 15万蚁粉款 新蚁酷版 磷酸铁锂,3.1,3.1,2021年,2.71,"https://image-public.guazistatic.com/qnbdp7964x4a8ba62621334cd59f10735b6d409f0b1772078850.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163295564262231.html,襄阳,0,0,,0,0,0
3564,2026-03-11 06:59:52,五菱汽车 宏光MINIEV ,五菱汽车 宏光MINIEV 2024款 第三代 215km 青春版,3.5,3.5,2025年,0.0,"https://image-public.guazistatic.com/qnbdp7964xdc762e985fa4498b96b4de7876db3e681770091456.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162577469259322.html,济宁,0,0,,0,0,0
3608,2026-03-11 06:54:07,五菱汽车 宏光MINIEV ,五菱汽车 宏光MINIEV 2024款 第三代 215km 青春版,3.48,3.48,2025年,0.0,"https://image-public.guazistatic.com/qnbdp7964x188f47f7fd494742afdb14599c06341b1767950874.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c161601842555734.html,德州,0,0,,0,0,0
3628,2026-03-11 06:59:47,宝骏KiWi EV ,宝骏KiWi EV 2022款 设计师轻享版 三元锂,3.69,3.69,2022年,1.11,"https://image-public.guazistatic.com/qnbdp7206xae5c1c9c5ab949c1957175b632e7a51a1769591737.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162409479194902.html,淄博,0,0,,0,0,0
3672,2026-03-11 06:59:41,北京现代ix35 ,北京现代ix35 2021款 240TGDi DCT两驱GLS领先版,6.52,6.52,2021年,8.78,"https://image-public.guazistatic.com/qnbdp7206xf6a387cb9efc4136bdb555492a822e741767591196.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c160960287308317.html,上海,0,0,,0,0,0
3702,2026-03-11 06:59:47,起亚 奕跑 ,起亚 奕跑 2021款 1.4L CVT趣享天窗款,6.08,6.08,2023年,1.26,"https://image-public.guazistatic.com/qnbdp7206x9027950593b1486db300b1f4a18591851763719014.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c159798906225852.html,广州,0,0,,0,0,0
3846,2026-03-11 06:59:47,本田 缤智 ,本田 缤智 2020款 1.5L CVT先锋版,7.08,7.08,2022年,7.85,"https://image-public.guazistatic.com/qnbdp7206x6f8102ad9ed84194be13516febc714d61767919836.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c161604646265743.html,苏州,0,0,,0,0,0
3884,2026-03-11 06:59:52,MINI ,MINI 2016款 1.5T COOPER,5.58,5.58,2017年,12.05,"https://image-public.guazistatic.com/qnbdp7206x9c4d614329914af6acd25cf39690b8c41767792650.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c160538481286729.html,广州,0,0,,0,0,0
3893,2026-03-11 06:54:07,大众 途岳 ,大众 途岳 2021款 280TSI 两驱舒适版,8.81,8.81,2021年,5.82,"https://image-public.guazistatic.com/qnbdp125xdba8572d29a743c89f2aa3d9b6f720d71769308422.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162157122120528.html,武汉,0,0,,0,0,0
3962,2026-03-11 06:59:41,长安CS55PLUS ,长安CS55PLUS 2022款 第二代 1.5T DCT豪华型,6.06,6.06,2023年,3.41,"https://image-public.guazistatic.com/qnbdp7206x420db1db945e45e181d50733bdfcebd41772123955.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163024009209268.html,广州,0,0,,0,0,0
4055,2026-03-11 06:54:07,大众 途岳 ,大众 途岳 2021款 280TSI 两驱舒适版,8.58,8.58,2021年,7.42,"https://image-public.guazistatic.com/qnbdp7206xe4314a2ee318469b8d25a564126c55991772492223.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163501809230266.html,昆明,0,0,,0,0,0
4092,2026-03-11 06:54:07,BAW北汽制造 锐胜王牌M7 ,BAW北汽制造 锐胜王牌M7 2023款 2.0L 长轴行政版 9座,5.79,5.79,2023年,4.36,"https://image-public.guazistatic.com/qnbdp7206xe1c5614b13bc44e9a92e3e5431e4805a1767064374.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c161235071144349.html,广州,0,0,,0,0,0
4104,2026-03-11 06:59:52,现代 名图 ,现代 名图 2017款 1.8L 自动智能型GLS 国V,5.29,5.29,2020年,7.13,"https://image-public.guazistatic.com/qnbdp7206xe3325ea9116349a59cb6e1bac13e63171766046621.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c159071013131324.html,大连,0,0,,0,0,0
4134,2026-03-11 06:54:07,奥迪Q5 ,奥迪Q5 2017款 Plus 40 TFSI 技术型,7.53,7.53,2018年,16.65,"https://image-public.guazistatic.com/qnbdp7206x1f39d893bbe74393a60e127eae44bb721764293321.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c160001363299681.html,广州,0,0,,0,0,0
4162,2026-03-11 06:59:47,奔驰E级(进口) ,奔驰E级(进口) 2016款 E 200 轿跑车 灵动版,8.13,8.13,2017年,8.64,"https://image-public.guazistatic.com/qnbdp7206xf85da57f884c45d5905532e036625cdf1772269053.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163323567457810.html,广州,0,0,,0,0,0
4266,2026-03-11 06:54:07,别克 昂科威 ,别克 昂科威 2020款 28T 四驱精英型,8.76,8.76,2021年,4.14,"https://image-public.guazistatic.com/qnbdp7206x00a5e95326794ad1a2f7ff220e44af071743055604.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c149126949143537.html,曲靖,0,0,,0,0,0
4404,2026-03-11 06:54:07,丰田 卡罗拉 ,丰田 卡罗拉 2021款 TNGA 1.5L CVT精英版,6.72,6.72,2021年,3.76,"https://image-public.guazistatic.com/qnbdp7206x50a512dc7bc7458885e65d585b7732761769505910.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162367069900845.html,西安,0,0,,0,0,0
4457,2026-03-11 06:59:47,比亚迪 汉 ,比亚迪 汉 2020款 EV 四驱高性能版旗舰型,9.12,9.12,2021年,2.06,"https://image-public.guazistatic.com/qnbdp7206xe2557678ceaf444b8d37cf3fa7cea4ac1772703798.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163708090270994.html,广州,0,0,,0,0,0
4553,2026-03-11 06:59:41,比亚迪 秦PLUS ,比亚迪 秦PLUS 2025款 EV 智驾版 510KM进取型,8.73,8.73,2025年,0.56,"https://image-public.guazistatic.com/qnbdp7206x6754f4eb0b4549a3bc2352a9941155b31769311651.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162080517134689.html,常州,0,0,,0,0,0
4562,2026-03-11 06:54:07,大众ID.3 ,大众ID.3 2024款 出众版,8.02,8.02,2024年,2.4,"https://image-public.guazistatic.com/qnbdp125x2daaefa660cb401389ed8a93751cf3711770970233.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162980798114530.html,广州,0,0,,0,0,0
4641,2026-03-11 06:59:41,比亚迪 海豚 ,比亚迪 海豚 2021款 405km 时尚版,5.45,5.45,2023年,7.48,"https://image-public.guazistatic.com/qnbdp7206xc4de4b1cbe3c4c99aae6cbdc41607b4e1771987226.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163234937326144.html,镇江,0,0,,0,0,0
4652,2026-03-11 06:54:07,大众 ID.4 CROZZ ,大众 ID.4 CROZZ 2022款 纯享限量版,7.44,7.44,2022年,10.0,"https://image-public.guazistatic.com/qnbdp7964x23a677577850486fbcefd2843818131d1772428126.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163513300220640.html,广州,0,0,,0,0,0
4711,2026-03-11 06:59:47,欧拉好猫 ,欧拉好猫 2021款 400km标准续航 雅典娜版 磷酸铁锂,5.01,5.01,2021年,6.72,"https://image-public.guazistatic.com/qnbdp7206xcc4d18b321464ba59817a3ef9f1fa4fc1772126204.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163000544728290.html,广州,0,0,,0,0,0
4725,2026-03-11 06:54:07,比亚迪 秦PLUS ,比亚迪 秦PLUS 2021款 EV 400KM 领畅版,8.08,8.08,2026年,0.0,"https://image-public.guazistatic.com/qnbdp7964xf8bd247ed4ac420a8197db74ad07e0a91768352663.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c161808500189271.html,重庆,0,0,,0,0,0
4830,2026-03-11 06:59:47,埃安 AION S ,埃安 AION S 2023款 魅 580 磷酸铁锂,7.27,7.27,2024年,6.18,"https://image-public.guazistatic.com/qnbdp7206x70a8bfb4237a4f99a55e947f17e219b21762250167.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c159114287139453.html,潍坊,0,0,,0,0,0
4835,2026-03-11 06:59:41,欧拉好猫 ,欧拉好猫 2022款 莫兰迪版 400km标准续航 尊贵型 磷酸铁锂,6.04,6.04,2022年,3.57,"https://image-public.guazistatic.com/qnbdp7206xfb30abea079f40ea93bd6be027b2e3f01766275659.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c160870864647523.html,绍兴,0,0,,0,0,0
4894,2026-03-11 06:59:47,小鹏P7 ,小鹏P7 2021款 480N,8.11,8.11,2021年,13.21,"https://image-public.guazistatic.com/qnbdp7206xac180a1f86d2428397499d410282c6241766820761.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c160850257184182.html,无锡,0,0,,0,0,0
5004,2026-03-11 06:59:47,宝骏云海 ,宝骏云海 2026款 500km 纯电标准版,8.47,8.47,2025年,0.49,"https://image-public.guazistatic.com/qnbdp7206x215b623b3cfb48618f46e14aeec1311b1768872191.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162053036290085.html,重庆,0,0,,0,0,0
5022,2026-03-11 06:59:41,比亚迪e2 ,比亚迪e2 2023款 豪华型,5.99,5.99,2024年,4.18,"https://image-public.guazistatic.com/qnbdp125xa39ef2bf44004066b4ec4f8ffa13ac801769495517.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162283940135648.html,广州,0,0,,0,0,0
5104,2026-03-11 06:59:41,大众ID.3 ,大众ID.3 2023款 升级款 纯净智享版,7.46,7.46,2023年,7.87,"https://image-public.guazistatic.com/qnbdp7206x62c5afa29d444edbb2793c598add34411770857422.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162951722131386.html,枣庄,0,0,,0,0,0
5359,2026-03-11 06:59:52,比亚迪 宋PLUS新能源 ,比亚迪 宋PLUS新能源 2021款 DM-i 51KM 尊荣型,7.4,7.4,2023年,4.2,"https://image-public.guazistatic.com/qnbdp7206x67328630c87d4c73bb8b15d5ff2ed0601772500273.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c159713272176929.html,合肥,0,0,,0,0,0
5391,2026-03-11 06:59:52,五菱汽车 五菱星光 ,五菱汽车 五菱星光 2023款 150 进阶版,6.05,6.05,2024年,6.89,"https://image-public.guazistatic.com/qnbdp7206x814089e22cbc4a9d9c59bf3301c08b3a1770452831.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162800498307218.html,广州,0,0,,0,0,0
5418,2026-03-11 06:59:47,比亚迪 海豹 ,比亚迪 海豹 2024款 荣耀版 DM-i 1.5L 121km 尊贵型,9.24,9.24,2024年,2.42,"https://image-public.guazistatic.com/qnbdp125x0e70f661afe44e66a3004bcb18a00fda1769328953.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162274950255477.html,苏州,0,0,,0,0,0
5438,2026-03-11 06:59:52,五菱汽车 五菱星光S ,五菱汽车 五菱星光S 2024款 130km 领航型,7.2,7.2,2024年,1.05,"https://image-public.guazistatic.com/qnbdp7206x6d3cf8b367834b379bb84abe1e20a7401769753443.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162487549123995.html,广州,0,0,,0,0,0
5454,2026-03-11 06:54:07,奇瑞 瑞虎7 C-DM ,奇瑞 瑞虎7 C-DM 2025款 1.5T 120KM御,8.23,8.23,2025年,1.49,"https://image-public.guazistatic.com/qnbdp7206x890a3ced61e2403ab736a11bd60f2e0b1767927050.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c161624576313607.html,黄冈,0,0,,0,0,0
5472,2026-03-11 06:59:52,比亚迪 秦L ,比亚迪 秦L 2024款 DM-i 120KM领先型,7.86,7.86,2024年,0.61,"https://image-public.guazistatic.com/qnbdp7206x1d661d4d4087495881b7cd51315fc2221766649226.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c161064482250852.html,苏州,0,0,,0,0,0
5503,2026-03-11 06:59:41,比亚迪 秦L ,比亚迪 秦L 2024款 DM-i 120KM卓越型,9.67,9.67,2025年,0.0,"https://image-public.guazistatic.com/qnbdp7206xc136e37d8e8f46c8ba4c85cebb08eadf1769609904.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162390432204157.html,石家庄,0,0,,0,0,0
5640,2026-03-11 06:59:47,比亚迪 宋Pro新能源 ,比亚迪 宋Pro新能源 2025款 第二代 智驾版 DM-i 75KM领先型,8.12,8.12,2025年,0.36,"https://image-public.guazistatic.com/qnbdp7964x60e4ea0a8e4545bc98418ea52552e2811772516421.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163578132314950.html,徐州,0,0,,0,0,0
5657,2026-03-11 06:59:52,吉利汽车 嘉际新能源 ,吉利汽车 嘉际新能源 2021款 ePro 1.5TD PHEV 悠享型,5.33,5.33,2021年,7.47,"https://image-public.guazistatic.com/qnbdp7206x3aa3c564f54c4059afa2ef315d9361d31772339967.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163247259139369.html,广州,0,0,,0,0,0
5727,2026-03-11 06:59:47,比亚迪 海豹06新能源 ,比亚迪 海豹06新能源 2024款 DM-i 120KM旗舰型,8.82,8.82,2024年,2.9,"https://image-public.guazistatic.com/qnbdp7206x483097d196464dc29fca68add96840361771922801.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163132209274955.html,重庆,0,0,,0,0,0
5785,2026-03-11 06:59:47,吉利银河 银河A7 ,吉利银河 银河A7 2025款 EM-i 70km 豪享版,7.74,7.74,2025年,1.38,"https://image-public.guazistatic.com/qnbdp7206xe8703fbe9bf648079d87069e9e682fd81772565157.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163535017889663.html,昆明,0,0,,0,0,0
5896,2026-03-11 06:59:52,比亚迪 宋PLUS新能源 ,比亚迪 宋PLUS新能源 2025款 DM-i 112KM 尊贵型,8.61,8.61,2024年,6.0,"https://image-public.guazistatic.com/qnbdp7206x7aab5912889d4a7fbadd2b0a796a8b7d1766725713.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c161096108276366.html,天津,0,0,,0,0,0
5951,2026-03-11 06:59:41,荣威RX5 eMAX ,荣威RX5 eMAX 2022款 1.5T PHEV无畏尊享版,7.3,7.3,2022年,3.06,"https://image-public.guazistatic.com/qnbdp7206x2cd59f29aec446efa67bd9dd490cc1001767491429.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c161377615265371.html,上海,0,0,,0,0,0
5955,2026-03-11 06:59:47,比亚迪 宋Pro新能源 ,比亚迪 宋Pro新能源 2025款 第二代 智驾版 DM-i 75KM领先型,8.83,8.83,2025年,0.0,"https://image-public.guazistatic.com/qnbdp7206x941b61a9adf2429f876760b011a38de31765013070.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c160221864231132.html,邢台,0,0,,0,0,0
6029,2026-03-11 06:54:07,比亚迪 驱逐舰05 ,比亚迪 驱逐舰05 2023款 冠军版 DM-i 120KM 尊贵型,6.22,6.22,2023年,1.75,"https://image-public.guazistatic.com/qnbdp7206x8d0aa9c416944ce5ada4edbb3559783c1772439211.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163539122329758.html,广州,0,0,,0,0,0
6155,2026-03-11 06:59:52,丰田 卡罗拉 ,丰田 卡罗拉 2018款 双擎 1.8L E-CVT智尚版,5.33,5.33,2018年,8.58,"https://image-public.guazistatic.com/qnbdp7206x1c349f30e67f4928becaa3158ab704951770274002.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162738161120763.html,广州,0,0,,0,0,0
6156,2026-03-11 06:59:41,比亚迪 秦L ,比亚迪 秦L 2024款 DM-i 120KM卓越型,8.67,8.67,2025年,0.86,"https://image-public.guazistatic.com/qnbdp7206x6c56d1e033f14f55931085dd4b99a16f1770301899.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162316760846548.html,广州,0,0,,0,0,0
6253,2026-03-11 06:59:41,长安欧尚 欧尚Z6新能源 ,长安欧尚 欧尚Z6新能源 2023款 智电iDD 150KM旗舰PLUS智慧泊车版,8.64,8.64,2024年,3.06,"https://image-public.guazistatic.com/qnbdp7206x4870fb2675ff46bb920f3c9d911258af1766625702.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c161045478334260.html,恩施,0,0,,0,0,0
6326,2026-03-11 06:59:52,比亚迪 秦PLUS ,比亚迪 秦PLUS 2025款 DM-i 智驾版 120KM超越型,7.56,7.56,2025年,0.16,"https://image-public.guazistatic.com/qnbdp7206x244fea95314645ec8888f30fd118876e1770786325.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162932110296521.html,东营,0,0,,0,0,0
6337,2026-03-11 06:54:07,捷途山海L9 ,捷途山海L9 2024款 1.5TD 2DHT Max 7座,9.67,9.67,2024年,1.91,"https://image-public.guazistatic.com/qnbdp7964xb6db53c560bc4ccd930aa6fab1e1ec991764216983.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c160005057295774.html,成都,0,0,,0,0,0
6353,2026-03-11 06:59:47,比亚迪 宋PLUS新能源 ,比亚迪 宋PLUS新能源 2021款 DM-i 51KM 尊荣型,6.94,6.94,2022年,3.06,"https://image-public.guazistatic.com/qnbdp7206x40582d7a4811493c899d95cc8fec181a1772438115.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163421987753404.html,济宁,0,0,,0,0,0
6409,2026-03-11 06:59:52,丰田 凯美瑞 ,丰田 凯美瑞 2018款 双擎 2.5HG 豪华版,8.23,8.23,2018年,18.23,"https://image-public.guazistatic.com/qnbdp7206x5b33d201ad914e589a602b2799bc4d9e1772706889.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163653870188055.html,广州,0,0,,0,0,0
6417,2026-03-11 06:59:52,比亚迪 宋Pro新能源 ,比亚迪 宋Pro新能源 2025款 第二代 智驾版 DM-i 115KM卓越型,9.58,9.58,2025年,0.26,"https://image-public.guazistatic.com/qnbdp7206xbeac6423460146a9b9ae56486d64acc71769507889.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162324885132776.html,临沂,0,0,,0,0,0
6453,2026-03-11 06:59:47,比亚迪 秦L ,比亚迪 秦L 2025款 DM-i 智驾版 120KM超越型,8.98,8.98,2025年,0.33,"https://image-public.guazistatic.com/qnbdp7206x8878702976c24e2b8b07e3c9cab757b51769567952.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162387020177953.html,武汉,0,0,,0,0,0
6549,2026-03-11 06:59:41,五菱汽车 五菱星辰 ,五菱汽车 五菱星辰 2022款 2.0L DHT电速款,5.47,5.47,2022年,4.15,"https://image-public.guazistatic.com/qnbdp7206xe24580dfabc74e7bb39f2a6d8cad63f71763192196.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c159534828334532.html,广州,0,0,,0,0,0
6560,2026-03-11 06:59:52,长安UNI-K 智电iDD ,长安UNI-K 智电iDD 2023款 智电iDD 1.5T 135km智趣型,8.77,8.77,2023年,7.29,"https://image-public.guazistatic.com/qnbdp7206x91b3b3b8115743e19f85b719ef573dd81772698052.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c163570048271581.html,广州,0,0,,0,0,0
6575,2026-03-11 06:59:47,丰田 卡罗拉 ,丰田 卡罗拉 2023款 1.8L 智能电混双擎 先锋版,7.67,7.67,2023年,3.2,"https://image-public.guazistatic.com/qnbdp7206x323ba3432c5a46d189f4043c7c746bd01769743201.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162490265340781.html,成都,0,0,,0,0,0
6635,2026-03-11 06:59:41,比亚迪 宋Pro新能源 ,比亚迪 宋Pro新能源 2022款 DM-i 51km 尊荣型,6.58,6.58,2023年,7.77,"https://image-public.guazistatic.com/qnbdp7206x62e221d3709c44238b971cd44c66073a1769222972.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162222492291991.html,苏州,0,0,,0,0,0
6641,2026-03-11 06:59:52,大众 帕萨特新能源 ,大众 帕萨特新能源 2020款 430PHEV 混动豪华版 国VI,9.92,9.92,2021年,7.36,"https://image-public.guazistatic.com/qnbdp7964xba33e82dd0724fcba06e586994e1bb651770800786.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162939229151679.html,新乡,0,0,,0,0,0
6643,2026-03-11 06:59:52,荣威D7 ,荣威D7 2025款 DMH 125km 世界冠军旗舰版,8.37,8.37,2026年,0.0,"https://image-public.guazistatic.com/qnbdp125x2f654125e3ef4bfaa6394ee03ba164201769162480.jpg?x-bce-process=image/quality,q_88/resize,m_fill,w_330,h_220",https://www.guazi.com/car-detail/c162221202120792.html,上海,0,0,,0,0,0
